rank,name,ticker,cik,country,exchange,marketcap,quarter,end_date,concept,value,form_type,unit
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2023-Q4,2023-12-31,TotalAssets,1641594000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2023-Q4,2023-12-31,TotalAssets,1641594000000,10-K,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2024-Q1,2024-03-31,TotalAssets,1698440000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2024-Q1,2024-03-31,TotalAssets,1698440000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2024-Q2,2024-06-30,TotalAssets,1653313000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2024-Q2,2024-06-30,TotalAssets,1653313000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2024-Q3,2024-09-30,TotalAssets,1728080000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2024-Q4,2024-12-31,TotalAssets,1675972000000,10-K,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2024-Q4,2024-12-31,TotalAssets,1675972000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2025-Q1,2025-03-31,TotalAssets,1766181000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2022-Q1,2022-03-31,Deposits,386808000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2022-Q2,2022-06-30,Deposits,391326000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2022-Q3,2022-09-30,Deposits,394733000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2022-Q4,2022-12-31,Deposits,386665000000,10-K,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2022-Q4,2022-12-31,Deposits,386665000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2022-Q4,2022-12-31,Deposits,386665000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2022-Q4,2022-12-31,Deposits,386665000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2022-Q4,2022-12-31,Deposits,386665000000,10-K,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2023-Q1,2023-03-31,Deposits,375531000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2023-Q2,2023-06-30,Deposits,398853000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2023-Q3,2023-09-30,Deposits,402962000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2023-Q4,2023-12-31,Deposits,428417000000,10-K,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2023-Q4,2023-12-31,Deposits,428417000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2023-Q4,2023-12-31,Deposits,428417000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2023-Q4,2023-12-31,Deposits,428417000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2023-Q4,2023-12-31,Deposits,428417000000,10-K,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2024-Q1,2024-03-31,Deposits,440662000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2024-Q2,2024-06-30,Deposits,433105000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2024-Q3,2024-09-30,Deposits,445311000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2024-Q4,2024-12-31,Deposits,433013000000,10-K,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2024-Q4,2024-12-31,Deposits,433013000000,10-Q,USD
5,Goldman Sachs,The,886982,United States,NYSE,223680937984,2025-Q1,2025-03-31,Deposits,471134000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q1,2022-03-31,NetIncome,4306000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q1,2022-03-31,NetIncome,4306000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q2,2022-06-30,NetIncome,8853000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q2,2022-06-30,NetIncome,8853000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q2,2022-06-30,NetIncome,4547000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q2,2022-06-30,NetIncome,4547000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q3,2022-09-30,NetIncome,12332000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q3,2022-09-30,NetIncome,12332000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q3,2022-09-30,NetIncome,3479000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q3,2022-09-30,NetIncome,3479000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q4,2022-12-31,NetIncome,14845000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q4,2022-12-31,NetIncome,14845000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q4,2022-12-31,NetIncome,14845000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q1,2023-03-31,NetIncome,4606000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q1,2023-03-31,NetIncome,4606000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q2,2023-06-30,NetIncome,7521000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q2,2023-06-30,NetIncome,7521000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q2,2023-06-30,NetIncome,2915000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q2,2023-06-30,NetIncome,2915000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q3,2023-09-30,NetIncome,11067000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q3,2023-09-30,NetIncome,11067000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q3,2023-09-30,NetIncome,3546000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q3,2023-09-30,NetIncome,3546000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q4,2023-12-31,NetIncome,9228000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q4,2023-12-31,NetIncome,9228000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q1,2024-03-31,NetIncome,3371000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q1,2024-03-31,NetIncome,3371000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q2,2024-06-30,NetIncome,6588000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q2,2024-06-30,NetIncome,3217000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q3,2024-09-30,NetIncome,9826000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q3,2024-09-30,NetIncome,3238000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q4,2024-12-31,NetIncome,12682000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2025-Q1,2025-03-31,NetIncome,4064000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q1,2022-03-31,TotalAssets,2394105000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q2,2022-06-30,TotalAssets,2380904000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q3,2022-09-30,TotalAssets,2381064000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q4,2022-12-31,TotalAssets,2416676000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q4,2022-12-31,TotalAssets,2416676000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q4,2022-12-31,TotalAssets,2416676000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q4,2022-12-31,TotalAssets,2416676000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q4,2022-12-31,TotalAssets,2416676000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q4,2022-12-31,TotalAssets,2417000000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q1,2023-03-31,TotalAssets,2455113000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q2,2023-06-30,TotalAssets,2423675000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q3,2023-09-30,TotalAssets,2368477000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q4,2023-12-31,TotalAssets,2411834000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q4,2023-12-31,TotalAssets,2411834000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q4,2023-12-31,TotalAssets,2411834000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q4,2023-12-31,TotalAssets,2411834000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q4,2023-12-31,TotalAssets,2411834000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q1,2024-03-31,TotalAssets,2432510000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q2,2024-06-30,TotalAssets,2405686000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q3,2024-09-30,TotalAssets,2430663000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q4,2024-12-31,TotalAssets,2352945000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q4,2024-12-31,TotalAssets,2352945000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2025-Q1,2025-03-31,TotalAssets,2571514000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q1,2022-03-31,Deposits,1333711000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q2,2022-06-30,Deposits,1321848000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q3,2022-09-30,Deposits,1306486000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q4,2022-12-31,Deposits,1365954000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q4,2022-12-31,Deposits,1365954000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q4,2022-12-31,Deposits,1365954000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q4,2022-12-31,Deposits,1365954000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2022-Q4,2022-12-31,Deposits,1365954000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q1,2023-03-31,Deposits,1330459000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q2,2023-06-30,Deposits,1319867000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q3,2023-09-30,Deposits,1273506000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q4,2023-12-31,Deposits,1308681000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q4,2023-12-31,Deposits,1308681000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q4,2023-12-31,Deposits,1308681000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q4,2023-12-31,Deposits,1308681000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2023-Q4,2023-12-31,Deposits,1308681000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q1,2024-03-31,Deposits,1307163000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q2,2024-06-30,Deposits,1278137000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q3,2024-09-30,Deposits,1309999000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q4,2024-12-31,Deposits,1284458000000,10-K,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2024-Q4,2024-12-31,Deposits,1284458000000,10-Q,USD
6,Citigroup,Citigroup,831001,United States,NYSE,176855252992,2025-Q1,2025-03-31,Deposits,1316410000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q1,2022-03-31,NetIncome,1402000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q1,2022-03-31,NetIncome,1402000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q2,2022-06-30,NetIncome,3195000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q2,2022-06-30,NetIncome,3195000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q2,2022-06-30,NetIncome,1793000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q2,2022-06-30,NetIncome,1793000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q3,2022-09-30,NetIncome,5215000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q3,2022-09-30,NetIncome,5215000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q3,2022-09-30,NetIncome,2020000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q3,2022-09-30,NetIncome,2020000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q4,2022-12-31,NetIncome,7183000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q4,2022-12-31,NetIncome,7183000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q4,2022-12-31,NetIncome,7183000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q1,2023-03-31,NetIncome,1603000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q1,2023-03-31,NetIncome,1603000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q2,2023-06-30,NetIncome,2897000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q2,2023-06-30,NetIncome,2897000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q2,2023-06-30,NetIncome,1294000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q2,2023-06-30,NetIncome,1294000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q3,2023-09-30,NetIncome,4022000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q3,2023-09-30,NetIncome,4022000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q3,2023-09-30,NetIncome,1125000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q3,2023-09-30,NetIncome,1125000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q4,2023-12-31,NetIncome,5067000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q4,2023-12-31,NetIncome,5067000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q1,2024-03-31,NetIncome,1362000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q1,2024-03-31,NetIncome,1362000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q2,2024-06-30,NetIncome,2694000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q2,2024-06-30,NetIncome,1332000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q3,2024-09-30,NetIncome,4102000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q3,2024-09-30,NetIncome,1408000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q4,2024-12-31,NetIncome,5942000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2025-Q1,2025-03-31,NetIncome,1909000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q1,2022-03-31,TotalAssets,680950000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q2,2022-06-30,TotalAssets,637557000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q3,2022-09-30,TotalAssets,577563000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q4,2022-12-31,TotalAssets,551772000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q4,2022-12-31,TotalAssets,551772000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q4,2022-12-31,TotalAssets,551772000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q4,2022-12-31,TotalAssets,551772000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q4,2022-12-31,TotalAssets,551772000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q1,2023-03-31,TotalAssets,535552000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q2,2023-06-30,TotalAssets,511505000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q3,2023-09-30,TotalAssets,475204000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q4,2023-12-31,TotalAssets,493178000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q4,2023-12-31,TotalAssets,493178000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q4,2023-12-31,TotalAssets,493178000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q4,2023-12-31,TotalAssets,493178000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q4,2023-12-31,TotalAssets,493178000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q1,2024-03-31,TotalAssets,468784000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q2,2024-06-30,TotalAssets,449675000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q3,2024-09-30,TotalAssets,466055000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q4,2024-12-31,TotalAssets,479843000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q4,2024-12-31,TotalAssets,479843000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2025-Q1,2025-03-31,TotalAssets,462903000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q1,2022-03-31,Deposits,465827000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q2,2022-06-30,Deposits,442003000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q3,2022-09-30,Deposits,395715000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q4,2022-12-31,Deposits,366724000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q4,2022-12-31,Deposits,366724000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q4,2022-12-31,Deposits,366724000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q4,2022-12-31,Deposits,366724000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2022-Q4,2022-12-31,Deposits,366724000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q1,2023-03-31,Deposits,325745000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q2,2023-06-30,Deposits,304414000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q3,2023-09-30,Deposits,284408000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q4,2023-12-31,Deposits,289953000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q4,2023-12-31,Deposits,289953000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q4,2023-12-31,Deposits,289953000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q4,2023-12-31,Deposits,289953000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2023-Q4,2023-12-31,Deposits,289953000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q1,2024-03-31,Deposits,269460000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q2,2024-06-30,Deposits,252420000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q3,2024-09-30,Deposits,246462000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q4,2024-12-31,Deposits,259121000000,10-K,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2024-Q4,2024-12-31,Deposits,259121000000,10-Q,USD
7,Charles Schwab,SCHWAB,316709,United States,NYSE,176355098624,2025-Q1,2025-03-31,Deposits,246160000000,10-Q,USD
8,Capital One,CAPITAL,927628,United States,NYSE,136117583872,2022-Q1,2022-03-31,NetIncome,2403000000,10-Q,USD
8,Capital One,CAPITAL,927628,United States,NYSE,136117583872,2022-Q1,2022-03-31,NetIncome,2403000000,10-Q,USD
8,Capital One,CAPITAL,927628,United States,NYSE,136117583872,2022-Q2,2022-06-30,NetIncome,4434000000,10-Q,USD
8,Capital One,CAPITAL,927628,United States,NYSE,136117583872,2022-Q2,2022-06-30,NetIncome,4434000000,10-Q,USD
8,Capital One,CAPITAL,927628,United States,NYSE,136117583872,2022-Q2,2022-06-30,NetIncome,2031000000,10-Q,USD
8,Capital One,CAPITAL,927628,United States,NYSE,136117583872,2022-Q2,2022-06-30,NetIncome,2031000000,10-Q,USD
8,Capital One,CAPITAL,927628,United States,NYSE,136117583872,2022-Q3,2022-09-30,NetIncome,6128000000,10-Q,USD
8,Capital One,CAPITAL,927628,United States,NYSE,136117583872,2022-Q3,2022-09-30,NetIncome,6128000000,10-Q,USD
